"age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb"
38,"30-39","Less than HS",11,-1,40,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",6,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$22500 TO 24999",10,97,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",23750,-2,NA,NA,NA,NA,NA,NA,NA,NA
67,"60-89","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"PRETTY HAPPY","NOT TOO HAPPY",11,"NAP","NAP","$10000 TO 12499",4,97,"MARRIED","NO","CLINTON","NAP","NAP",7,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","LIBRA",11250,-2,11,9,NA,NA,"No","No",0,0
61,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NOT TOO HAPPY","NOT TOO HAPPY",8,"NAP","DULL","$7 000 TO 7 999",8,98,"MARRIED","DK","NAP","NAP","NAP",3,"LT HIGH SCHOOL","RETIRED","DID NOT VOTE","RETIRED","TAURUS",7500,-2,8,8,NA,NA,"No","No",0,0
29,"18-29","Less than HS",10,-1,40,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",2,"No","No","No","No",-1,"NOT TOO HAPPY","PRETTY HAPPY",15,"REFUSED","NAP","REFUSED",12,99,"MARRIED","YES","NAP","NAP","VERY SATISFIED",12,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","ARIES",-1,-1,15,10,40,40,"Yes","Yes",1,1
32,"30-39","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","REFUSED",11,99,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","AQUARIUS",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA
19,"18-29","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$5 000 TO 5 999",12,97,"NEVER MARRIED","NAP","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","INELIGIBLE","KEEPING HOUSE","VIRGO",5500,-2,NA,NA,NA,NA,NA,NA,NA,NA
83,"60-89","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","ROUTINE","$15000 TO 17499",7,7,"NEVER MARRIED","YES","CLINTON","NAP","NAP",1,"NAP","NAP","VOTED","RETIRED","LIBRA",16250,-2,NA,NA,NA,NA,NA,NA,NA,NA
62,"60-89","Less than HS",6,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$5 000 TO 5 999",5,98,"DIVORCED","YES","CLINTON","NAP","NAP",4,"NAP","NAP","VOTED","RETIRED","CAPRICORN",5500,-2,NA,NA,NA,NA,NA,NA,NA,NA
38,"30-39","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$5 000 TO 5 999","ROUTINE","$5 000 TO 5 999",98,98,"SEPARATED","DK","NAP","CONTINUE WORKING","VERY SATISFIED",7,"NAP","NAP","DID NOT VOTE","UNEMPL, LAID OFF","AQUARIUS",5500,5500,NA,NA,NA,NA,NA,NA,NA,NA
89,"60-89","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",5,"NAP","NAP","DK",6,98,"MARRIED","YES","CLINTON","NAP","NAP",9,"LT HIGH SCHOOL","RETIRED","VOTED","RETIRED","CAPRICORN",-2,-2,5,9,NA,NA,"No","No",0,0
61,"60-89","Less than HS",11,-1,15,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","NAP","REFUSED",98,8,"DIVORCED","DK","NAP","NAP","VERY SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING PARTTIME","SCORPIO",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
59,"50-59","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","NA",6,98,"WIDOWED","YES","CLINTON","NAP","NA",3,"NAP","NAP","VOTED","KEEPING HOUSE","PISCES",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
19,"18-29","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"DK","EXCITING","DK",10,12,"DIVORCED","DK","NAP","CONTINUE WORKING","VERY DISSATISFIED",7,"NAP","NAP","INELIGIBLE","UNEMPL, LAID OFF","GEMINI",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
62,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$6 000 TO 6 999",0,98,"WIDOWED","DK","NAP","NAP","NAP",17,"NAP","NAP","DID NOT VOTE","OTHER","LIBRA",6500,-2,NA,NA,NA,NA,NA,NA,NA,NA
67,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","$7 000 TO 7 999",98,0,"WIDOWED","YES","CLINTON","NAP","NAP",6,"NAP","NAP","VOTED","RETIRED","VIRGO",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA
54,"50-59","Less than HS",8,-1,68,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",2,"$40000 TO 49999","EXCITING","$40000 TO 49999",99,99,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",6,"LT HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",45000,45000,8,2,68,NA,"Yes","No",0,1
84,"60-89","Less than HS",7,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","DULL","$10000 TO 12499",8,8,"WIDOWED","NAP","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","AQUARIUS",11250,-2,NA,NA,NA,NA,NA,NA,NA,NA
63,"60-89","Less than HS",6,-1,55,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","ROUTINE","$40000 TO 49999",97,97,"WIDOWED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SCORPIO",45000,21250,NA,NA,NA,NA,NA,NA,NA,NA
63,"60-89","Less than HS",4,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"UNDER $1 000","ROUTINE","DK",9,7,"MARRIED","NAP","CLINTON","NAP","NAP",13,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","LEO",-2,500,4,12,NA,NA,"No","No",0,0
28,"18-29","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"NAP","NA",97,"NAP","NAP","$4 000 TO 4 999",12,97,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",1,"NAP","NAP","DONT KNOW/REMMBR","KEEPING HOUSE","ARIES",4500,-2,NA,NA,NA,NA,NA,NA,NA,NA
50,"50-59","Less than HS",11,-1,15,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",16,"$60000 TO 74999","EXCITING","$60000 TO 74999",97,97,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"BACHELOR","OTHER","VOTED","WORKING FULLTIME","PISCES",67500,67500,16,11,NA,15,"No","Yes",1,0
43,"40-49","Less than HS",13,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","UNDER $1 000",2,99,"SEPARATED","YES","CLINTON","NAP","NAP",6,"NAP","NAP","VOTED","OTHER","CANCER",500,-2,NA,NA,NA,NA,NA,NA,NA,NA
19,"18-29","Less than HS",11,0,-1,"Less than high school","One hour or less",0.25,"Female",-1,"Ask Jeeves",1,"Yes","No","Yes","Yes",0.25,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","EXCITING","DK",14,14,"NEVER MARRIED","YES","NAP","NAP","NAP",1,"NAP","NAP","INELIGIBLE","SCHOOL","VIRGO",-2,2000,NA,NA,NA,NA,NA,NA,NA,NA
46,"40-49","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",40,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"$12500 TO 14999","EXCITING","$22500 TO 24999",8,12,"MARRIED","YES","NAP","NAP","NAP",3,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","OTHER","PISCES",23750,13750,10,12,NA,40,"No","Yes",1,0
61,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",3,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$8 000 TO 9 999",98,8,"DIVORCED","YES","CLINTON","NAP","NAP",22,"NAP","NAP","VOTED","RETIRED","CAPRICORN",9000,-2,NA,NA,NA,NA,NA,NA,NA,NA
68,"60-89","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","NAP","REFUSED",98,98,"MARRIED","YES","DOLE","NAP","NAP",4,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","CANCER",-1,-2,11,12,NA,NA,"No","No",0,0
19,"18-29","Less than HS",11,2,-1,"Less than high school","1+ to  4 hours",2,"Female",-1,"Not applicable",8,"Yes","Yes","Yes","No",0,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$7 000 TO 7 999",12,12,"NEVER MARRIED","YES","NAP","NAP","NAP",2,"NAP","NAP","INELIGIBLE","SCHOOL","CANCER",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA
61,"60-89","Less than HS",8,-1,32,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$17500 TO 19999","NAP","$25000 TO 29999",12,12,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",27500,18750,12,8,40,32,"Yes","Yes",1,1
71,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",12,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","$4 000 TO 4 999",98,97,"WIDOWED","DK","NAP","NAP","NA",6,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","SAGITTARIUS",4500,-2,NA,NA,NA,NA,NA,NA,NA,NA
41,"40-49","Less than HS",10,-1,30,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","DULL","REFUSED",12,12,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
78,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","$8 000 TO 9 999",98,98,"WIDOWED","YES","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","PISCES",9000,-2,NA,NA,NA,NA,NA,NA,NA,NA
21,"18-29","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$12500 TO 14999",10,12,"NEVER MARRIED","NAP","NAP","NAP","NAP",2,"NAP","NAP","INELIGIBLE","SCHOOL","ARIES",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA
60,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"NAP","ROUTINE","$12500 TO 14999",9,9,"MARRIED","NAP","NAP","NAP","VERY SATISFIED",1,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","LEO",13750,-2,10,10,40,NA,"Yes","No",0,1
83,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",12,"No","No","No","No",-1,"NAP","NA",97,"NAP","NAP","UNDER $1 000",98,97,"WIDOWED","DK","NAP","NAP","NAP",2,"NAP","NAP","DID NOT VOTE","RETIRED","SCORPIO",500,-2,NA,NA,NA,NA,NA,NA,NA,NA
20,"18-29","Less than HS",9,-1,47,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","ROUTINE","$30000 TO 34999",12,98,"NEVER MARRIED","NAP","NAP","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","ARIES",32500,2000,NA,NA,NA,NA,NA,NA,NA,NA
60,"60-89","Less than HS",6,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",10,"NAP","ROUTINE","$6 000 TO 6 999",98,98,"MARRIED","NAP","NAP","NAP","NA",4,"LT HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","KEEPING HOUSE","AQUARIUS",6500,-2,6,10,NA,NA,"No","No",0,0
58,"50-59","Less than HS",10,-1,25,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",11,"$25000 TO 29999","ROUTINE","$25000 TO 29999",98,6,"MARRIED","NAP","NAP","STOP WORKING","VERY SATISFIED",2,"HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING PARTTIME","GEMINI",27500,27500,10,11,25,NA,"No","No",0,0
67,"60-89","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"NOT TOO HAPPY","NOT TOO HAPPY",8,"NAP","EXCITING","$8 000 TO 9 999",98,97,"MARRIED","YES","CLINTON","NAP","NAP",7,"LT HIGH SCHOOL","RETIRED","VOTED","RETIRED","GEMINI",9000,-2,9,8,NA,NA,"No","No",0,0
38,"30-39","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",10,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","DK",12,97,"SEPARATED","NO","NAP","NAP","VERY SATISFIED",11,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","ARIES",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
40,"40-49","Less than HS",12,-1,-1,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",11,"NAP","NAP","$22500 TO 24999",11,98,"MARRIED","YES","NAP","NAP","MOD. SATISFIED",6,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","ARIES",23750,-2,11,12,40,NA,"Yes","No",0,1
32,"30-39","Less than HS",11,-1,46,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",11,"$30000 TO 34999","EXCITING","$35000 TO 39999",10,6,"MARRIED","NO","NAP","CONTINUE WORKING","VERY SATISFIED",2,"LT HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","SCORPIO",37500,32500,11,11,46,NA,"Yes","No",0,1
47,"40-49","Less than HS",8,-1,40,"Less than high school","Not Internet user",-1,"Male",40,"Not applicable",10,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"UNDER $1 000","EXCITING","$12500 TO 14999",9,12,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",13750,500,8,12,40,40,"Yes","Yes",1,1
45,"40-49","Less than HS",11,-1,20,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","ROUTINE","$20000 TO 22499",6,10,"NEVER MARRIED","DK","NAP","STOP WORKING","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING PARTTIME","AQUARIUS",21250,16250,NA,NA,NA,NA,NA,NA,NA,NA
73,"60-89","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","DK",7,98,"WIDOWED","NAP","NAP","NAP","NA",3,"NAP","NAP","DONT KNOW/REMMBR","KEEPING HOUSE","CANCER",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
35,"30-39","Less than HS",11,-1,40,"Less than high school","Not Internet user",-1,"Male",25,"Not applicable",11,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"$6 000 TO 6 999","NAP","$10000 TO 12499",0,4,"MARRIED","NO","NAP","NAP","MOD. SATISFIED",8,"LT HIGH SCHOOL","WORKING PARTTIME","DID NOT VOTE","WORKING FULLTIME","LIBRA",11250,6500,11,10,40,25,"Yes","No",0,1
73,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",8,"NAP","NAP","$30000 TO 34999",12,98,"MARRIED","YES","DONT KNOW","NAP","NA",7,"LT HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","TAURUS",32500,-2,8,10,NA,NA,"No","No",0,0
37,"30-39","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",7,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$5 000 TO 5 999","DULL","$10000 TO 12499",98,97,"SEPARATED","DK","NAP","CONTINUE WORKING","A LITTLE DISSAT",6,"NAP","NAP","DID NOT VOTE","UNEMPL, LAID OFF","SAGITTARIUS",11250,5500,NA,NA,NA,NA,NA,NA,NA,NA
71,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"DK","NAP","DK",8,98,"WIDOWED","DK","CLINTON","NAP","NAP",9,"NAP","NAP","VOTED","RETIRED","GEMINI",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
18,"18-29","Less than HS",11,-1,25,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$4 000 TO 4 999","NAP","$15000 TO 17499",12,97,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",5,"NAP","NAP","INELIGIBLE","WORKING PARTTIME","CAPRICORN",16250,4500,NA,NA,NA,NA,NA,NA,NA,NA
68,"60-89","Less than HS",12,1,60,"Less than high school","One hour or less",1,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","No",0,"VERY HAPPY","PRETTY HAPPY",12,"$60000 TO 74999","EXCITING","$60000 TO 74999",10,98,"MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","SCORPIO",67500,67500,12,12,60,NA,"Yes","No",0,1
37,"30-39","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$4 000 TO 4 999",98,98,"DIVORCED","YES","NAP","NAP","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","PISCES",4500,-2,NA,NA,NA,NA,NA,NA,NA,NA
31,"30-39","Less than HS",12,-1,-1,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",5,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"NAP","NAP","$20000 TO 22499",12,12,"MARRIED","NO","NAP","NAP","NA",9,"LT HIGH SCHOOL","WORKING FULLTIME","INELIGIBLE","KEEPING HOUSE","TAURUS",21250,-2,12,12,40,NA,"Yes","No",0,1
21,"18-29","Less than HS",11,0,39,"Less than high school","One hour or less",0.5,"Male",40,"Not applicable",-1,"Yes","No","Yes","Yes",0.5,"PRETTY HAPPY","PRETTY HAPPY",98,"$12500 TO 14999","ROUTINE","$15000 TO 17499",98,98,"MARRIED","NAP","NAP","CONTINUE WORKING","A LITTLE DISSAT",4,"DK","WORKING FULLTIME","INELIGIBLE","WORKING PARTTIME","ARIES",16250,13750,11,NA,39,40,"No","Yes",1,0
41,"40-49","Less than HS",11,15,20,"Less than high school","More than 10",27,"Female",42,"Not applicable",5,"No","Yes","Yes","Yes",12,"VERY HAPPY","VERY HAPPY",11,"$7 000 TO 7 999","ROUTINE","$40000 TO 49999",98,98,"MARRIED","DK","NAP","STOP WORKING","VERY SATISFIED",7,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING PARTTIME","CANCER",45000,7500,11,11,42,20,"Yes","No",0,1
84,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","DULL","$7 000 TO 7 999",97,97,"DIVORCED","DK","CLINTON","NAP","NAP",11,"NAP","NAP","VOTED","RETIRED","VIRGO",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA
67,"60-89","Less than HS",7,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","DK",98,98,"WIDOWED","NAP","CLINTON","NAP","NAP",12,"NAP","NAP","VOTED","RETIRED","SAGITTARIUS",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
45,"40-49","Less than HS",10,-1,40,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",9,"$12500 TO 14999","NAP","$60000 TO 74999",8,98,"MARRIED","NO","NAP","NAP","VERY SATISFIED",4,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","GEMINI",67500,13750,9,10,40,40,"Yes","Yes",1,1
42,"40-49","Less than HS",10,-3,40,"Less than high school","Not available",-3,"Male",37,"Not available",2,"Yes","No answer","No answer","No answer",-3,"VERY HAPPY","PRETTY HAPPY",12,"$35000 TO 39999","ROUTINE","$40000 TO 49999",97,9,"MARRIED","YES","PEROT","CONTINUE WORKING","MOD. SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","CAPRICORN",45000,37500,10,12,40,37,"Yes","Yes",1,1
19,"18-29","Less than HS",11,1,13,"Less than high school","One hour or less",1,"Female",-1,"Not applicable",3,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","NAP","DK",99,99,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",3,"NAP","NAP","INELIGIBLE","WORKING PARTTIME","CAPRICORN",-2,2000,NA,NA,NA,NA,NA,NA,NA,NA
32,"30-39","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$7 000 TO 7 999",14,97,"SEPARATED","NAP","CLINTON","NAP","A LITTLE DISSAT",2,"NAP","NAP","VOTED","KEEPING HOUSE","GEMINI",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA
32,"30-39","Less than HS",10,-1,40,"Less than high school","Not Internet user",-1,"Male",10,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","NOT TOO HAPPY",11,"$20000 TO 22499","ROUTINE","$20000 TO 22499",6,6,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",11,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",21250,21250,10,11,40,10,"Yes","Yes",1,1
77,"60-89","Less than HS",11,3,-1,"Less than high school","1+ to  4 hours",4,"Female",-1,"Yahoo",8,"Yes","Yes","Yes","Yes",1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","$12500 TO 14999",2,8,"WIDOWED","YES","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","CAPRICORN",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA
23,"18-29","Less than HS",8,-1,24,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",3,"Yes","No","No","No",-1,"NOT TOO HAPPY","PRETTY HAPPY",11,"NAP","NAP","$8 000 TO 9 999",97,97,"MARRIED","YES","CLINTON","NAP","MOD. SATISFIED",9,"LT HIGH SCHOOL","OTHER","VOTED","WORKING PARTTIME","PISCES",9000,-2,11,8,NA,24,"No","No",0,0
38,"30-39","Less than HS",12,0,-1,"Less than high school","1+ to  4 hours",2,"Female",-1,"Yahoo",-1,"Yes","No","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$25000 TO 29999","ROUTINE","$30000 TO 34999",12,97,"DIVORCED","NAP","NAP","CONTINUE WORKING","A LITTLE DISSAT",2,"NAP","NAP","DID NOT VOTE","TEMP NOT WORKING","GEMINI",32500,27500,NA,NA,NA,NA,NA,NA,NA,NA
47,"40-49","Less than HS",4,-1,40,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","NAP","$22500 TO 24999",2,2,"DIVORCED","NO","NAP","NAP","MOD. SATISFIED",14,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LIBRA",23750,21250,NA,NA,NA,NA,NA,NA,NA,NA
